sales_id,name,year,selling_price,km_driven,region,state_or_province,city,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,sold,gdp_growth,gscpi
1398,Toyota,2020,1560000,20102,South,Georgia,Augusta,Diesel,Dealer,Manual,First_Owner,13.68,2393,147.51,343Nm@ 1400-2800rpm,8,Y,-0.010235625,1.6366195872768323
1399,Honda,2015,480000,43000,Central,Texas,Cedar Hill,Petrol,Dealer,Manual,First_Owner,18.7,1199,88.7,110Nm@ 4800rpm,5,Y,0.0209784025,-0.4860680299374063
1400,Toyota,2013,270000,52380,Central,Texas,Carrollton,Diesel,Dealer,Manual,First_Owner,23.59,1364,67.04,170Nm@ 1800-2400rpm,5,Y,0.029642225,-0.4956352992239145
1401,Mahindra,2018,660000,74250,Central,Texas,Carrollton,Diesel,Dealer,Manual,First_Owner,21.0,1498,74.96,210nm@ 1600-2200rpm,7,Y,0.0210273025,0.43406180805167976
1402,Maruti,2017,490000,57247,Central,Texas,Carrollton,Petrol,Dealer,Automatic,First_Owner,20.89,1197,81.8,113Nm@ 4200rpm,5,Y,0.029501875,0.3030896510933923
1403,Maruti,2017,800000,52000,Central,Texas,Carrollton,Diesel,Individual,Manual,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,Y,0.029501875,0.3030896510933923
1404,Nissan,2011,350000,47000,Central,Texas,Cedar Park,Petrol,Individual,Manual,Second_Owner,16.95,1498,97.7,134Nm@ 4000rpm,5,Y,0.015311776249999999,0.33246787608046274
1405,Ford,2011,170000,80000,Central,Texas,Burleson,Diesel,Individual,Manual,Third_Owner,17.8,1399,68.0,"16.3@ 2,000(kgm@ rpm)",5,Y,0.015311776249999999,0.33246787608046274
1406,Tata,2011,125000,85000,Central,Texas,Burleson,Diesel,Individual,Manual,Second_Owner,18.0,1248,75.0,190 Nm at 1750  rpm ,5,Y,0.015311776249999999,0.33246787608046274
1407,Maruti,2012,400000,100000,Central,Texas,Cedar Hill,Diesel,Individual,Manual,First_Owner,19.3,1248,73.9,190Nm@ 2000rpm,5,Y,0.015401085000000002,-0.25819716106988044
1408,Nissan,2011,250000,110000,Central,Texas,Cedar Park,Petrol,Individual,Manual,First_Owner,16.95,1498,97.7,134Nm@ 4000rpm,5,Y,0.015311776249999999,0.33246787608046274
1409,Fiat,2010,190000,178000,Central,Texas,Cedar Hill,Diesel,Individual,Manual,Second_Owner,20.4,1248,91.7,209Nm@ 2000rpm,5,Y,0.027380649999999996,0.2466662547445887
1410,Maruti,2010,125000,120000,Central,Texas,Cedar Hill,Petrol,Individual,Manual,Third_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,Y,0.027380649999999996,0.2466662547445887
1411,Jeep,2017,1950000,70000,Central,Texas,Cedar Hill,Diesel,Individual,Manual,First_Owner,16.3,1956,170.0,350Nm@ 1750-2500rpm,5,Y,0.029501875,0.3030896510933923
1412,Audi,2011,1300000,120000,Central,Texas,Cedar Hill,Diesel,Individual,Automatic,First_Owner,12.8,1968,167.6,350Nm@ 1750-2500rpm,5,Y,0.015311776249999999,0.33246787608046274
1413,Toyota,2010,786000,155000,Central,Texas,Carrollton,Diesel,Individual,Manual,Third_Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8,Y,0.027380649999999996,0.2466662547445887
1414,Maruti,2015,335000,30000,Central,Texas,Cedar Hill,Petrol,Individual,Manual,First_Owner,20.51,998,67.04,90Nm@ 3500rpm,5,Y,0.0209784025,-0.4860680299374063
1415,Maruti,2009,114999,60000,Central,Texas,Cedar Hill,Petrol,Individual,Manual,Third_Owner,18.9,1061,67.0,84Nm@ 3500rpm,5,Y,0.0010549199999999991,-0.3359574993131331
1416,Volkswagen,2012,229999,70000,Central,Texas,Carrollton,Diesel,Individual,Manual,Fourth_Above_Owner,22.07,1199,73.9,180Nm@ 2000rpm,5,Y,0.015401085000000002,-0.25819716106988044
1417,Hyundai,2017,731000,40000,South,Florida,Hollywood,Diesel,Individual,Manual,First_Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,Y,0.029501875,0.3030896510933923
1418,Hyundai,2012,395000,120000,South,Florida,Hollywood,Diesel,Individual,Manual,First_Owner,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5,Y,0.015401085000000002,-0.25819716106988044
1419,Maruti,2015,500000,120000,South,Florida,Hollywood,Diesel,Individual,Manual,First_Owner,26.59,1248,74.0,190Nm@ 2000rpm,5,Y,0.0209784025,-0.4860680299374063
1420,Hyundai,2014,220000,50000,South,Florida,Hollywood,Petrol,Individual,Manual,Third_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,Y,0.026504925000000002,-0.6713802335432447
1421,Ford,2013,240000,100000,South,Florida,Hollywood,Diesel,Individual,Manual,First_Owner,20.0,1399,68.1,160Nm@ 2000rpm,5,Y,0.029642225,-0.4956352992239145
1422,Hyundai,2010,215000,120000,South,Florida,Jacksonville,Diesel,Individual,Manual,Third_Owner,23.0,1396,90.0,22.4 kgm at 1750-2750rpm,5,Y,0.027380649999999996,0.2466662547445887
1423,Maruti,2012,400000,90000,South,Florida,Jacksonville,Diesel,Individual,Manual,Second_Owner,22.9,1248,74.0,190Nm@ 2000rpm,5,Y,0.015401085000000002,-0.25819716106988044
1424,Maruti,2012,191000,90000,South,Florida,Homestead,Petrol,Individual,Manual,First_Owner,19.0,998,67.1,90Nm@ 3500rpm,5,Y,0.015401085000000002,-0.25819716106988044
1425,Mahindra,2013,351000,100000,South,Florida,Homestead,Diesel,Individual,Manual,Second_Owner,14.0,2498,112.0,260 Nm at 1800-2200 rpm,8,Y,0.029642225,-0.4956352992239145
1426,Tata,2015,250000,20000,South,Florida,Homestead,Petrol,Individual,Automatic,First_Owner,21.9,624,37.48,51Nm@ 4000rpm,4,Y,0.0209784025,-0.4860680299374063
1427,Hyundai,2009,210000,90000,South,Florida,Homestead,Diesel,Individual,Manual,Second_Owner,18.1,1493,110.0,"24@ 1,900-2,750(kgm@ rpm)",5,Y,0.0010549199999999991,-0.3359574993131331
1428,Toyota,2011,300000,120000,South,Florida,Hollywood,Petrol,Individual,Manual,Third_Owner,17.6,1496,88.7,132Nm@ 3000rpm,5,Y,0.015311776249999999,0.33246787608046274
1429,Ford,2017,700000,35000,East,New York,Ithaca,Diesel,Individual,Manual,First_Owner,25.83,1498,99.0,215Nm@ 1750-3000rpm,5,Y,0.029501875,0.3030896510933923
1430,Hyundai,2010,500000,120000,East,Ohio,Hudson,Diesel,Individual,Manual,Second_Owner,11.8,1991,150.0,32.1kgm@ 2000rpm,5,Y,0.027380649999999996,0.2466662547445887
1431,Maruti,2002,120000,120000,East,Ohio,Hudson,Petrol,Individual,Manual,First_Owner,16.1,796,37.0,59Nm@ 2500rpm,4,Y,0.019728885,-0.7360650308747648
1432,Hyundai,2019,850000,10000,East,Ohio,Hudson,Diesel,Individual,Manual,First_Owner,22.54,1396,88.76,224nm@ 1500-2750rpm,5,Y,0.0329647,-0.03745051713280278
1434,Honda,2017,770000,65000,East,Maine,Brunswick,Diesel,Individual,Manual,Second_Owner,25.5,1498,98.6,200Nm@ 1750rpm,5,Y,0.029501875,0.3030896510933923
1435,Honda,2007,245000,90000,East,New Hampshire,Hudson,Petrol,Individual,Manual,Third_Owner,13.5,1799,130.0,172Nm@ 4300rpm,5,Y,0.021107775000000002,-0.46428619899975315
1436,Maruti,2012,250000,90000,East,Maine,Auburn,Petrol,Individual,Manual,First_Owner,20.92,998,67.1,90Nm@ 3500rpm,5,Y,0.015401085000000002,-0.25819716106988044
1437,Hyundai,2016,651000,42323,East,New York,Ithaca,Diesel,Dealer,Manual,First_Owner,21.19,1396,88.76,219.66nm@ 1500-2750rpm,5,Y,0.0215839,-0.36137639782381054
1438,Honda,2013,480000,42462,East,New York,Ithaca,Petrol,Dealer,Manual,First_Owner,16.8,1497,116.3,146Nm@ 4800rpm,5,Y,0.029642225,-0.4956352992239145
1439,Maruti,2015,470000,54723,East,Ohio,Hudson,Diesel,Dealer,Manual,First_Owner,25.2,1248,74.0,190Nm@ 2000rpm,5,Y,0.0209784025,-0.4860680299374063
1440,Honda,2016,500000,30000,East,Maine,West Scarborough,Diesel,Individual,Manual,First_Owner,27.3,1498,98.6,200Nm@ 1750rpm,5,Y,0.0215839,-0.36137639782381054
1441,BMW,2011,1075000,42545,East,New York,Ithaca,Diesel,Dealer,Automatic,First_Owner,19.62,1998,190.0,400nm@ 1750-2500rpm,5,Y,0.015311776249999999,0.33246787608046274
1442,Maruti,2016,690000,32000,East,Ohio,Hudson,Diesel,Dealer,Manual,First_Owner,25.1,1248,88.5,200Nm@ 1750rpm,5,Y,0.0215839,-0.36137639782381054
1445,Maruti,2018,480000,20375,Central,Kansas,Hutchinson,Petrol,Dealer,Manual,First_Owner,20.89,1197,81.8,113Nm@ 4200rpm,5,Y,0.0210273025,0.43406180805167976
1446,Maruti,2013,450000,43978,Central,Kansas,Garden City,Diesel,Dealer,Manual,Second_Owner,28.4,1248,74.0,190Nm@ 2000rpm,5,Y,0.029642225,-0.4956352992239145
1447,Maruti,2018,770000,50000,Central,Kansas,Garden City,Diesel,Individual,Manual,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,Y,0.0210273025,0.43406180805167976
1448,Mahindra,2015,445000,40200,Central,Kansas,Leawood,Diesel,Dealer,Manual,First_Owner,21.0,1498,74.96,210nm@ 1600-2200rpm,7,Y,0.0209784025,-0.4860680299374063
1449,Hyundai,2018,700000,30000,Central,Kansas,Leavenworth,Petrol,Individual,Manual,First_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,Y,0.0210273025,0.43406180805167976
1450,Maruti,2014,560000,90000,Central,Kansas,Kansas City,Diesel,Individual,Manual,First_Owner,20.77,1248,88.8,200Nm@ 1750rpm,7,Y,0.026504925000000002,-0.6713802335432447
1451,Ford,2013,475000,48000,Central,Kansas,Kansas City,Diesel,Dealer,Manual,Second_Owner,21.7,1498,98.96,215Nm@ 1750-2500rpm,5,Y,0.029642225,-0.4956352992239145
1452,Honda,2014,465000,27233,Central,Kansas,Kansas City,Diesel,Dealer,Manual,First_Owner,27.4,1498,98.63,200Nm@ 1750rpm,5,Y,0.026504925000000002,-0.6713802335432447
1453,Maruti,2017,520000,28832,Central,Kansas,Hutchinson,Diesel,Dealer,Manual,First_Owner,23.4,1248,74.0,190Nm@ 2000rpm,5,Y,0.029501875,0.3030896510933923
1454,Tata,2011,225000,35000,Central,Kansas,Kansas City,Petrol,Individual,Manual,First_Owner,15.0,1368,90.0,116Nm@ 4750rpm,5,Y,0.015311776249999999,0.33246787608046274
1455,Maruti,2015,700000,35000,Central,Kansas,Leawood,Petrol,Individual,Manual,First_Owner,16.02,1373,93.7,130Nm@ 4000rpm,7,Y,0.0209784025,-0.4860680299374063
1456,Maruti,2017,780000,40000,Central,Kansas,Garden City,Diesel,Individual,Manual,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,Y,0.029501875,0.3030896510933923
1457,Honda,2006,93150,80000,Central,Kansas,Leavenworth,Petrol,Individual,Manual,Second_Owner,17.7,1497,78.0,"12.7@ 2,700(kgm@ rpm)",5,Y,0.026008707500000002,-0.2501383407890948
1458,Mahindra,2016,403000,30000,Central,Kansas,Hutchinson,Diesel,Individual,Manual,Second_Owner,17.21,1493,100.0,240Nm@ 1600-2800rpm,7,Y,0.0215839,-0.36137639782381054
1459,Hyundai,2009,229999,50000,Central,Kansas,Hutchinson,Petrol,Individual,Manual,Second_Owner,19.81,1086,68.05,99.04Nm@ 4500rpm,5,Y,0.0010549199999999991,-0.3359574993131331
1460,Maruti,2016,525000,40000,Central,Kansas,Hutchinson,Diesel,Individual,Manual,Second_Owner,26.59,1248,74.0,190Nm@ 2000rpm,5,Y,0.0215839,-0.36137639782381054
1461,Maruti,2014,560000,25000,Central,Kansas,Lawrence,Petrol,Individual,Manual,First_Owner,16.02,1373,93.7,130Nm@ 4000rpm,7,Y,0.026504925000000002,-0.6713802335432447
1462,Mahindra,2020,830000,120000,Central,Kansas,Leavenworth,Diesel,Individual,Manual,First_Owner,15.1,2179,152.87,360Nm@ 1750-2800rpm,7,Y,-0.010235625,1.6366195872768323
1463,Maruti,2011,250000,60000,Central,Kansas,Lawrence,Diesel,Individual,Manual,Second_Owner,21.1,1248,73.9,113Nm@ 4500rpm,5,Y,0.015311776249999999,0.33246787608046274
1464,Mahindra,2014,450000,110000,Central,Kansas,Hutchinson,Diesel,Individual,Manual,First_Owner,15.96,2523,63.0,180Nm@ 1440-1500rpm,9,Y,0.026504925000000002,-0.6713802335432447
1465,Mahindra,2016,745000,67000,Central,Kansas,Hutchinson,Diesel,Individual,Manual,First_Owner,15.4,1997,120.0,280Nm@ 1800-2800rpm,7,Y,0.0215839,-0.36137639782381054
1466,Ford,2010,144000,50000,Central,Kansas,Leavenworth,Diesel,Individual,Manual,Second_Owner,20.0,1399,68.0,160Nm@ 2000rpm,5,Y,0.027380649999999996,0.2466662547445887
1467,Maruti,2008,120000,40000,Central,Kansas,Kansas City,Petrol,Individual,Manual,First_Owner,18.2,1061,64.0,84Nm@ 3500rpm,5,Y,-0.025737475,-0.15531793873190386
1468,Tata,2008,300000,120000,Central,Kansas,Kansas City,Diesel,Individual,Manual,Second_Owner,11.57,2179,138.1,320Nm@ 1700-2700rpm,7,Y,-0.025737475,-0.15531793873190386
1469,Maruti,1999,52000,100000,Central,Kansas,Kansas City,Petrol,Individual,Manual,First_Owner,16.1,796,37.0,59Nm@ 2500rpm,4,Y,0.04710765,-0.26837801598948313
1470,Mahindra,2003,300000,98000,Central,Kansas,Leavenworth,Diesel,Individual,Manual,First_Owner,10.5,2179,120.0,290Nm@ 1800-2800rpm,8,Y,0.042106674999999996,-0.2490702485993261
1471,Mahindra,2009,270000,150000,West,California,Davis,Diesel,Individual,Manual,Second_Owner,13.6,2523,63.0,180 Nm at 1440-1500rpm,7,Y,0.0010549199999999991,-0.3359574993131331
1472,Chevrolet,2014,260000,38000,East,New Jersey,Fords,Diesel,Individual,Manual,First_Owner,22.1,1248,74.0,190Nm@ 1750rpm,5,Y,0.026504925000000002,-0.6713802335432447
1473,Toyota,2015,475000,120000,East,Massachusetts,Swansea,Diesel,Individual,Manual,First_Owner,23.59,1364,67.05,170Nm@ 1800-2400rpm,5,Y,0.0209784025,-0.4860680299374063
1474,Ford,2011,302000,103000,West,California,Davis,Diesel,Individual,Manual,Third_Owner,20.0,1399,68.0,160Nm@ 2000rpm,5,Y,0.015311776249999999,0.33246787608046274
1475,Maruti,1994,45000,60000,East,Massachusetts,Braintree,Petrol,Individual,Manual,First_Owner,16.1,796,37.0,59Nm@ 2500rpm,4,Y,0.04033305,
1476,Maruti,2017,775000,80000,East,Vermont,South Burlington,Diesel,Individual,Manual,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,Y,0.029501875,0.3030896510933923
1477,Maruti,2015,700000,50000,East,New York,Deer Park,Diesel,Individual,Manual,First_Owner,20.77,1248,88.76,200Nm@ 1750rpm,7,Y,0.0209784025,-0.4860680299374063
1478,Maruti,2014,530000,90000,East,New York,Dix Hills,Diesel,Individual,Manual,First_Owner,25.2,1248,74.0,190Nm@ 2000rpm,5,Y,0.026504925000000002,-0.6713802335432447
1479,Tata,2017,869999,70000,East,New York,Deer Park,Diesel,Individual,Manual,First_Owner,21.5,1497,108.5,260Nm@ 1500-2750rpm,5,Y,0.029501875,0.3030896510933923
1480,Hyundai,2006,155000,110000,East,New York,Deer Park,Diesel,Individual,Manual,Fourth_Above_Owner,14.9,1991,112.2,"25@ 1,800-2,800(kgm@ rpm)",5,Y,0.026008707500000002,-0.2501383407890948
1481,Tata,2019,550000,30000,East,New York,Deer Park,Petrol,Individual,Automatic,First_Owner,23.84,1199,83.83,114Nm@ 3500rpm,5,Y,0.0329647,-0.03745051713280278
1482,Maruti,2016,600000,80000,East,New York,Dix Hills,Diesel,Individual,Manual,Second_Owner,26.59,1248,74.0,190Nm@ 2000rpm,5,Y,0.0215839,-0.36137639782381054
1483,Maruti,2012,430000,110000,East,New York,Deer Park,Diesel,Individual,Manual,Second_Owner,19.3,1248,73.9,190Nm@ 2000rpm,5,Y,0.015401085000000002,-0.25819716106988044
1484,Tata,2010,246000,120000,East,New York,Dix Hills,Diesel,Individual,Manual,First_Owner,18.8,1248,90.0,200Nm@ 1750-3000rpm,5,Y,0.027380649999999996,0.2466662547445887
1485,Maruti,2003,120000,120000,East,New York,Deer Park,Petrol,Individual,Manual,Third_Owner,17.3,993,60.0,78Nm@ 4500rpm,5,Y,0.042106674999999996,-0.2490702485993261
1486,Hyundai,2014,565000,70000,East,New York,Deer Park,Petrol,Individual,Manual,Second_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,Y,0.026504925000000002,-0.6713802335432447
1487,Hyundai,2018,850000,60000,East,New York,Deer Park,Diesel,Individual,Manual,First_Owner,22.54,1396,88.76,224nm@ 1500-2750rpm,5,Y,0.0210273025,0.43406180805167976
1488,Maruti,2006,160000,90000,East,New York,Dix Hills,Petrol,Individual,Manual,First_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,Y,0.026008707500000002,-0.2501383407890948
1489,Fiat,2014,325000,142500,East,New York,Dix Hills,Diesel,Individual,Manual,First_Owner,19.5,1248,75.0,197Nm@ 1750rpm,5,Y,0.026504925000000002,-0.6713802335432447
1490,Mahindra,2011,450000,90000,Central,Illinois,Tinley Park,Diesel,Individual,Manual,Third_Owner,12.05,2179,120.0,290Nm@ 1800-2800rpm,8,Y,0.015311776249999999,0.33246787608046274
1491,Hyundai,2015,310000,50000,Central,Illinois,Tinley Park,Petrol,Individual,Manual,First_Owner,19.81,1086,68.05,99.04Nm@ 4500rpm,5,Y,0.0209784025,-0.4860680299374063
1492,Honda,2013,250000,90000,Central,Illinois,Tinley Park,Diesel,Individual,Manual,Third_Owner,25.8,1498,98.6,200Nm@ 1750rpm,5,Y,0.029642225,-0.4956352992239145
1493,Maruti,2015,420000,115000,Central,Illinois,Tinley Park,Diesel,Individual,Manual,Second_Owner,26.59,1248,74.0,190Nm@ 2000rpm,5,Y,0.0209784025,-0.4860680299374063
1494,Hyundai,2013,330000,150000,Central,Iowa,Urbandale,Petrol,Individual,Automatic,Second_Owner,15.0,1396,98.6,136.3Nm@ 4200rpm,5,Y,0.029642225,-0.4956352992239145
1495,Maruti,2015,405000,68000,Central,Iowa,Urbandale,Petrol,Individual,Manual,Second_Owner,20.4,1197,81.8,113Nm@ 4200rpm,5,Y,0.0209784025,-0.4860680299374063
1496,Mahindra,2013,400000,90000,Central,Iowa,Waterloo,Diesel,Individual,Manual,Second_Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7,Y,0.029642225,-0.4956352992239145
1497,Honda,2010,409999,110000,Central,Iowa,Urbandale,Petrol,Individual,Automatic,Third_Owner,15.6,1497,116.3,146Nm@ 4800rpm,5,Y,0.027380649999999996,0.2466662547445887
1498,Mahindra,2013,500000,70000,Central,Iowa,Waterloo,Diesel,Individual,Manual,Second_Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7,Y,0.029642225,-0.4956352992239145
1499,Mahindra,2011,590000,80000,Central,Iowa,Urbandale,Diesel,Individual,Manual,Third_Owner,15.1,2179,140.0,330Nm@ 1600-2800rpm,7,Y,0.015311776249999999,0.33246787608046274
1501,Hyundai,2007,135000,100000,Central,Iowa,Urbandale,Petrol,Individual,Manual,Second_Owner,19.81,1086,68.05,99.04Nm@ 4500rpm,5,Y,0.021107775000000002,-0.46428619899975315
1502,Maruti,2004,70000,70000,Central,Iowa,Waterloo,Petrol,Individual,Manual,Second_Owner,18.9,998,67.1,90Nm@ 3500rpm,5,Y,0.03296045,-0.055821409714223814
1503,Maruti,2004,45000,77000,Central,Iowa,West Des Moines,Petrol,Individual,Manual,Third_Owner,16.1,796,37.0,59Nm@ 2500rpm,4,Y,0.03296045,-0.055821409714223814
1504,Maruti,2018,650000,35500,Central,Iowa,West Des Moines,Diesel,Individual,Manual,First_Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,Y,0.0210273025,0.43406180805167976
1505,Maruti,2018,400000,17500,Central,Iowa,Waterloo,Petrol,Individual,Manual,First_Owner,20.51,998,67.04,90Nm@ 3500rpm,5,Y,0.0210273025,0.43406180805167976
1506,Maruti,2017,350000,27000,Central,Michigan,Battle Creek,Petrol,Individual,Manual,First_Owner,23.95,998,67.05,90Nm@ 3500rpm,5,Y,0.029501875,0.3030896510933923
1507,Hyundai,2017,550000,60000,Central,Michigan,Battle Creek,Diesel,Individual,Manual,First_Owner,24.0,1186,73.97,190.24nm@ 1750-2250rpm,5,Y,0.029501875,0.3030896510933923
1508,Maruti,2016,350000,25000,Central,Michigan,Battle Creek,Petrol,Individual,Manual,First_Owner,20.51,998,67.04,90Nm@ 3500rpm,5,Y,0.0215839,-0.36137639782381054
1509,Maruti,2015,459999,80000,Central,Michigan,Battle Creek,Diesel,Individual,Manual,First_Owner,26.59,1248,74.0,190Nm@ 2000rpm,5,Y,0.0209784025,-0.4860680299374063
1510,Maruti,2012,185000,60000,Central,Michigan,Bay City,Petrol,Individual,Manual,Second_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,Y,0.015401085000000002,-0.25819716106988044
1511,Volkswagen,2013,550000,38000,Central,Michigan,Ann Arbor,Diesel,Individual,Manual,First_Owner,22.07,1199,73.9,180Nm@ 2000rpm,5,Y,0.029642225,-0.4956352992239145
1512,Maruti,2012,300000,100000,Central,Michigan,Allen Park,LPG,Individual,Manual,Second_Owner,26.2,998,58.2,77Nm@ 3500rpm,5,Y,0.015401085000000002,-0.25819716106988044
1514,Toyota,2011,900000,110000,Central,Michigan,Ann Arbor,Diesel,Individual,Manual,First_Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8,Y,0.015311776249999999,0.33246787608046274
1515,Honda,2016,900000,92000,Central,Michigan,Ann Arbor,Diesel,Individual,Manual,First_Owner,21.9,1498,98.6,200Nm@ 1750rpm,7,Y,0.0215839,-0.36137639782381054
1516,Mahindra,2012,550000,180000,Central,Michigan,Ann Arbor,Diesel,Individual,Manual,Third_Owner,15.96,2523,62.1,195Nm@ 1440-2200rpm,9,Y,0.015401085000000002,-0.25819716106988044
1517,Maruti,2018,625000,10000,Central,Michigan,Bay City,Petrol,Individual,Manual,First_Owner,21.4,1197,83.1,115Nm@ 4000rpm,5,Y,0.0210273025,0.43406180805167976
1518,Maruti,2017,310000,35000,Central,Michigan,Battle Creek,Petrol,Individual,Manual,Second_Owner,24.7,796,47.3,69Nm@ 3500rpm,5,Y,0.029501875,0.3030896510933923
1519,Maruti,2017,500000,35000,Central,Michigan,Ann Arbor,Diesel,Individual,Manual,First_Owner,28.4,1248,74.0,190Nm@ 2000rpm,5,Y,0.029501875,0.3030896510933923
1520,Hyundai,2016,610000,23000,Central,Michigan,Ann Arbor,Diesel,Individual,Manual,First_Owner,24.0,1120,70.0,160Nm@ 1500-2750rpm,5,Y,0.0215839,-0.36137639782381054
1521,Tata,2012,150000,150000,Central,Michigan,Ann Arbor,Diesel,Individual,Manual,Third_Owner,19.09,1396,69.0,135Nm@ 2500rpm,5,Y,0.015401085000000002,-0.25819716106988044
1522,Hyundai,2015,480000,70000,West,Arizona,Scottsdale,Diesel,Individual,Manual,First_Owner,24.4,1120,71.0,180.4Nm@ 1750-2500rpm,5,Y,0.0209784025,-0.4860680299374063
1523,Hyundai,2017,650000,40000,West,Arizona,Scottsdale,Petrol,Individual,Manual,First_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,Y,0.029501875,0.3030896510933923
1524,Hyundai,2012,290000,100000,West,Arizona,Sierra Vista,Diesel,Individual,Manual,Second_Owner,21.9,1396,90.0,22.4 kgm at 1750-2750rpm,5,Y,0.015401085000000002,-0.25819716106988044
1525,Maruti,2017,300000,50000,West,Arizona,Sierra Vista,Petrol,Individual,Manual,Second_Owner,24.7,796,47.3,69Nm@ 3500rpm,5,Y,0.029501875,0.3030896510933923
1526,Maruti,2010,270000,120000,West,Arizona,Scottsdale,Diesel,Individual,Manual,Fourth_Above_Owner,19.3,1248,73.9,190Nm@ 2000rpm,5,Y,0.027380649999999996,0.2466662547445887
1527,Hyundai,2015,400000,60000,West,Arizona,Scottsdale,Diesel,Individual,Manual,Second_Owner,24.4,1120,71.0,180.4Nm@ 1750-2500rpm,5,Y,0.0209784025,-0.4860680299374063
1528,Maruti,2015,280000,28000,West,Arizona,Sierra Vista,Petrol,Individual,Manual,Second_Owner,22.74,796,47.3,69Nm@ 3500rpm,5,Y,0.0209784025,-0.4860680299374063
1529,Maruti,2009,250000,60000,West,Arizona,Scottsdale,Petrol,Individual,Manual,Third_Owner,17.5,1298,85.8,114Nm@ 4000rpm,5,Y,0.0010549199999999991,-0.3359574993131331
1530,Maruti,2012,495000,80000,South,North Carolina,Sanford,Diesel,Individual,Manual,Second_Owner,19.3,1248,73.9,190Nm@ 2000rpm,5,Y,0.015401085000000002,-0.25819716106988044
1531,Ford,2018,3250000,12000,South,North Carolina,Sanford,Diesel,Individual,Automatic,First_Owner,10.91,3198,197.0,470Nm@ 1750-2500rpm,7,Y,0.0210273025,0.43406180805167976
1532,Honda,2019,700000,4500,West,Utah,Tooele,Petrol,Individual,Manual,First_Owner,19.5,1199,88.76,110Nm@ 4800rpm,5,Y,0.0329647,-0.03745051713280278
1533,Tata,2013,310000,70000,South,North Carolina,Sanford,Diesel,Individual,Manual,First_Owner,25.0,1396,69.0,140Nm@ 1800-3000rpm,5,Y,0.029642225,-0.4956352992239145
1534,Renault,2017,650000,120000,West,Utah,Tooele,Diesel,Individual,Manual,First_Owner,19.87,1461,83.8,200Nm@ 1750rpm,5,Y,0.029501875,0.3030896510933923
1535,Honda,2015,600000,80000,East,Maryland,Crofton,Petrol,Individual,Automatic,First_Owner,19.0,1199,88.7,110Nm@ 4800rpm,5,Y,0.0209784025,-0.4860680299374063
1536,Tata,2009,150000,150000,East,Maryland,Edgewood,Diesel,Individual,Manual,Fourth_Above_Owner,11.57,2179,138.1,320Nm@ 1700-2700rpm,7,Y,0.0010549199999999991,-0.3359574993131331
1537,Mahindra,2009,135000,120000,East,Maryland,Edgewood,Petrol,Individual,Manual,First_Owner,15.7,1390,75.0,"11@ 3,000(kgm@ rpm)",5,Y,0.0010549199999999991,-0.3359574993131331
1538,Maruti,2014,650000,50000,East,Maryland,Cumberland,Diesel,Individual,Manual,First_Owner,23.4,1248,74.0,190Nm@ 2000rpm,5,Y,0.026504925000000002,-0.6713802335432447
1539,Honda,2012,550000,83000,East,Maryland,Cumberland,Petrol,Individual,Manual,First_Owner,16.8,1497,116.3,146Nm@ 4800rpm,5,Y,0.015401085000000002,-0.25819716106988044
1540,Maruti,2017,650000,20000,East,Maryland,Cumberland,Diesel,Individual,Manual,First_Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,Y,0.029501875,0.3030896510933923
1541,Toyota,2018,2900000,49000,East,Maryland,Crofton,Diesel,Individual,Automatic,First_Owner,12.9,2755,174.5,450Nm@ 1600-2400rpm,7,Y,0.0210273025,0.43406180805167976
1542,Honda,2017,450000,6750,East,Maryland,Cumberland,Petrol,Individual,Manual,First_Owner,18.5,1198,86.8,109Nm@ 4500rpm,5,Y,0.029501875,0.3030896510933923
1543,Maruti,2015,650000,26000,East,Maryland,Columbia,Petrol,Individual,Manual,First_Owner,20.73,1373,91.1,130Nm@ 4000rpm,5,Y,0.0209784025,-0.4860680299374063
1544,Hyundai,2017,430000,52000,East,Maryland,Crofton,Petrol,Individual,Manual,First_Owner,17.0,1197,81.86,113.75Nm@ 4000rpm,5,Y,0.029501875,0.3030896510933923
